rank,uid,profile,start_date,end_date,name,changesets,map_changes,highway_len_m,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,countries,editors,hashtags,tags_create,tags_modify
121,12055047,https://www.openstreetmap.org/user/Evans%20Tallam,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Evans Tallam,26.0,732.0,379.0,505.0,99.0,1.0,112.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,108.0,8.0,3.0,6.0,0.0,0.0,0.0,1.0,"Kenya,Somalia",JOSM/1.5 (18570 en),"#Fixing,#omhesa,#hotosm-project-15225,#hotosm-project-15234,#elnino2023,#fao_rtea,#fao_swalim","{""building"": 108, ""highway"": 3}","{""building"": 8, ""highway"": 6, ""surface"": 5, ""amenity"": 1, ""name"": 1}"
122,18791964,https://www.openstreetmap.org/user/Abutunghe,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Abutunghe,16.0,729.0,0.0,582.0,30.0,8.0,106.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,106.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Kenya,Somalia",iD 2.21.1,"#hotosm-project-15383,#hotosm-project-15409,#hotosm-project-15413,#omhesa,#elnino2023,#fao_rtea,#fao_swalim","{""building"": 106}","{""building"": 1, ""operator"": 1, ""amenity"": 1, ""name"": 1, ""healthcare"": 1}"
123,4367139,https://www.openstreetmap.org/user/sab27,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,sab27,8.0,723.0,0.0,81.0,310.0,267.0,13.0,13.0,39.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18772 en_GB),"#fao_swalim,#omhesa,#hotosm-project-15234,#fao_rtea,#elnino2023","{""building"": 13}","{""building"": 11, ""surface"": 2, ""highway"": 2}"
124,18586474,https://www.openstreetmap.org/user/Tadiwa59,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Tadiwa59,1.0,676.0,0.0,153.0,91.0,352.0,37.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#hotosm-project-15393,#fao_swalim,#omhesa,#fao_rtea,#elnino2023","{""building"": 37}",{}
125,8508739,https://www.openstreetmap.org/user/Interoperable10,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Interoperable10,10.0,652.0,0.0,521.0,14.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#omhesa,#fao_rtea,#elnino2023,#hotosm-project-15386","{""building"": 117}",{}
126,4015712,https://www.openstreetmap.org/user/Laura%20Mugeha,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Laura Mugeha,4.0,647.0,0.0,323.0,166.0,77.0,72.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"Chad,Kenya",iD 2.21.1,"#hotosm-project-15387,#fao_swalim,#omhesa,#fao_rtea,#elnino2023","{""building"": 72}","{""building"": 9}"
127,9346134,https://www.openstreetmap.org/user/Henry_the_Wave,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Henry_the_Wave,7.0,647.0,0.0,593.0,12.0,0.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#omhesa,#hotosm-project-15234,#fao_rtea,#elnino2023","{""building"": 38}","{""surface"": 4, ""highway"": 4}"
128,4845614,https://www.openstreetmap.org/user/SecureTenure,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,SecureTenure,4.0,629.0,0.0,546.0,23.0,0.0,56.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#omhesa,#fao_rtea,#elnino2023,#hotosm-project-15258","{""building"": 56}","{""surface"": 3, ""highway"": 3, ""landuse"": 1, ""attribution"": 1, ""tracktype"": 1, ""source"": 1}"
129,1861496,https://www.openstreetmap.org/user/GaelleS,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,GaelleS,11.0,624.0,0.0,511.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#omhesa,#hotosm-project-15234,#fao_rtea,#elnino2023","{""building"": 113}",{}
130,10478691,https://www.openstreetmap.org/user/Patrik_B,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Patrik_B,7.0,620.0,0.0,234.0,256.0,66.0,48.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18789 en_GB),"#omhesa,#hotosm-project-15232,#hotosm-project-15234,#elnino2023,#fao_rtea,#fao_swalim","{""building"": 48}","{""building"": 4}"
131,3043299,https://www.openstreetmap.org/user/amour_nyl,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,amour_nyl,3.0,585.0,0.0,470.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",JOSM/1.5 (18789 en),"#hotosm-project-15387,#fao_swalim,#omhesa,#hotosm-project-15234,#elnino2023,#fao_rtea,#hotosm-project-15226,#elinino2023","{""building"": 115}",{}
132,18459031,https://www.openstreetmap.org/user/Seems7,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Seems7,5.0,568.0,0.0,455.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#omhesa,#fao_rtea,#elnino2023,#hotosm-project-15392","{""building"": 113}",{}
133,20080683,https://www.openstreetmap.org/user/Jeremiah_TG,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Jeremiah_TG,1.0,470.0,0.0,445.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#hotosm-project-15413,#omhesa,#fao_rtea,#elnino2023","{""building"": 25}",{}
134,19819497,https://www.openstreetmap.org/user/Terry%20Mungai,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Terry Mungai,17.0,464.0,0.0,368.0,2.0,4.0,88.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#omhesa,#hotosm-project-15380,#fao_rtea,#elnino2023","{""building"": 88, ""layer"": 2}","{""landuse"": 1}"
135,13086886,https://www.openstreetmap.org/user/kadrigal,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,kadrigal,8.0,460.0,0.0,126.0,176.0,106.0,22.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,JOSM/1.5 (18531 en),"#youthmappersfuta,#omhesa,#elnino2023,#fao_rtea,#fao_swalim,#hotosm-project-15390,#krcs-elnino-mapping","{""building"": 22}","{""building"": 10}"
136,10784634,https://www.openstreetmap.org/user/Promise99,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Promise99,2.0,459.0,0.0,344.0,19.0,11.0,82.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18746 en),"#umtosmfightaugust2023,#uniquemappersnetwork,#uniquemappetsnetwork2023,#omhesa,#umt6thanniversary,#elnino2023,#hotosm-project-15233,#fao_rtea,#fao_swalim","{""building"": 82}","{""surface"": 1, ""highway"": 1}"
137,704762,https://www.openstreetmap.org/user/Kateregga1,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Kateregga1,3.0,443.0,0.0,406.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18789 en),"#fao_swalim,#omhesa,#hotosm-project-15380,#fao_rtea,#elnino2023","{""building"": 37}",{}
138,11288589,https://www.openstreetmap.org/user/Juliet%20Inyele,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Juliet Inyele,2.0,435.0,0.0,378.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#omhesa,#hotosm-project-15232,#fao_rtea,#elnino2023","{""building"": 57}",{}
139,11583647,https://www.openstreetmap.org/user/Tsu-Yi%20Su,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Tsu-Yi Su,9.0,434.0,0.0,335.0,4.0,12.0,80.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",iD 2.21.1,"#fao_swalim,#hotosm-project-15393,#omhesa,#elnino2023,#fao_rtea,#hotosm-project-15254,#hotosm-project-15392","{""building"": 80}",{}
140,10021511,https://www.openstreetmap.org/user/carla_martins,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,carla_martins,7.0,408.0,0.0,318.0,34.0,1.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#omhesa,#hotosm-project-15233,#fao_rtea,#elnino2023","{""building"": 50}","{""building"": 3, ""surface"": 2, ""highway"": 2}"
141,265690,https://www.openstreetmap.org/user/fondolucy,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,fondolucy,15.0,397.0,0.0,317.0,8.0,0.0,70.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,JOSM/1.5 (18772 en),"#fao_swalim,#hotosm-project-15383,#omhesa,#fao_rtea,#elnino2023","{""building"": 70}","{""building"": 2}"
142,16102811,https://www.openstreetmap.org/user/%40minayo,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,@minayo,6.0,386.0,0.0,317.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#omhesa,#hotosm-project-15388,#fao_rtea,#elnino2023","{""building"": 69}",{}
143,17321918,https://www.openstreetmap.org/user/Kiplangat_Brian,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Kiplangat_Brian,9.0,381.0,0.0,327.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#hotosm-project-15387,#hotosm-project-15385,#hotosm-project-15383,#omhesa,#elnino2023,#fao_rtea,#fao_swalim,#hotosm-project-15386","{""building"": 54}",{}
144,13792140,https://www.openstreetmap.org/user/aturk,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,aturk,2.0,376.0,0.0,24.0,221.0,117.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#hotosm-project-15395,#fao_swalim,#omhesa,#fao_rtea,#elnino2023","{""building"": 6}","{""building"": 1}"
145,12486525,https://www.openstreetmap.org/user/Vincent%20Mukungatu,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Vincent Mukungatu,9.0,370.0,0.0,298.0,0.0,0.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#hotosm-project-15385,#hotosm-project-15383,#omhesa,#elnino2023,#fao_rtea,#fao_swalim","{""building"": 71}","{""source"": 1, ""highway"": 1}"
146,10476531,https://www.openstreetmap.org/user/Afolabi%20Victor%20Ayodeji,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Afolabi Victor Ayodeji,3.0,360.0,0.0,273.0,23.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18360 en),"#Youthmappersfuta,#omhesa,#elnino2023,#hotosm-project-15233,#fao_rtea,#fao_swalim","{""building"": 64}",{}
147,12051045,https://www.openstreetmap.org/user/MercyGoodness,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,MercyGoodness,5.0,340.0,0.0,276.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#hotosm-project-15383,#AGGES,#omhesa,#elnino2023,#fao_rtea,#fao_swalim","{""building"": 64}",{}
148,10294434,https://www.openstreetmap.org/user/Jairus_Kip,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Jairus_Kip,65.0,338.0,0.0,269.0,1.0,0.0,63.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#hotosm-project-15383,#omhesa,#elnino2023,#hotosm-project-15388,#fao_rtea,#fao_swalim,#hotosm-project-15390,#krcs-elnino-mapping","{""building"": 60, ""area"": 3, ""name"": 1}","{""building"": 5}"
149,3512887,https://www.openstreetmap.org/user/Hills95,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Hills95,6.0,337.0,0.0,272.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18772 en),"#fao_swalim,#omhesa,#hotosm-project-15234,#fao_rtea,#elnino2023","{""building"": 65}",{}
150,4516666,https://www.openstreetmap.org/user/KALUBA%20MICHEAL,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,KALUBA MICHEAL,5.0,332.0,0.0,185.0,100.0,0.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18772 en),"#fao_swalim,#omhesa,#fao_rtea,#elnino2023,#hotosm-project-15258","{""building"": 45}","{""surface"": 2, ""highway"": 2}"
151,17310942,https://www.openstreetmap.org/user/Faheem%20Chui,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Faheem Chui,4.0,272.0,0.0,137.0,80.0,16.0,31.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"Kenya,Somalia","iD 2.21.1,JOSM/1.5 (18772 en)","#hotosm-project-15385,#fao_swalim,#omhesa,#hotosm-project-15234,#elnino2023,#fao_rtea,#elinino2023,#hotosm-project-15255","{""building"": 31}","{""building"": 3, ""surface"": 1, ""highway"": 1}"
152,20099076,https://www.openstreetmap.org/user/alineszvarca,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,alineszvarca,3.0,269.0,0.0,165.0,21.0,39.0,33.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#omhesa,#hotosm-project-15380,#fao_rtea,#elnino2023",{},"{""building"": 2}"
153,13852451,https://www.openstreetmap.org/user/jjsevene,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,jjsevene,2.0,262.0,0.0,260.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#hotosm-project-15383,#omhesa,#fao_rtea,#elnino2023","{""surface"": 1}","{""natural"": 1, ""water"": 1}"
154,10129956,https://www.openstreetmap.org/user/LCdinesh,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,LCdinesh,43.0,245.0,0.0,199.0,0.0,0.0,43.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#omhesa,#elnino2023,#hotosm-project-15380,#fao_rtea,#hotosm-project-15258","{""building"": 43}","{""building"": 2, ""surface"": 1, ""highway"": 1}"
155,9652011,https://www.openstreetmap.org/user/Njerikc,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Njerikc,4.0,244.0,0.0,109.0,105.0,11.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#omhesa,#fao_rtea,#elnino2023,#hotosm-project-15390,#krcs-elnino-mapping","{""building"": 8}","{""building"": 11}"
156,20082310,https://www.openstreetmap.org/user/Byron%20S,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Byron S,3.0,239.0,0.0,196.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,iD 2.21.1,"#fao_swalim,#omhesa,#hotosm-project-15400,#fao_rtea,#elnino2023","{""building"": 43}",{}
157,17275217,https://www.openstreetmap.org/user/ingasia,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,ingasia,3.0,238.0,0.0,178.0,4.0,16.0,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#hotosm-project-15387,#hotosm-project-15385,#hotosm-project-15383,#omhesa,#elnino2023,#fao_rtea,#fao_swalim","{""building"": 38}",{}
158,20096233,https://www.openstreetmap.org/user/Bella997,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Bella997,2.0,237.0,0.0,74.0,2.0,118.0,18.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#omhesa,#hotosm-project-15388,#fao_rtea,#elnino2023","{""building"": 18}",{}
159,7898946,https://www.openstreetmap.org/user/Samwel%20Kyando,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Samwel Kyando,2.0,237.0,0.0,211.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#hotosm-project-15227,#omhesa,#hotosm-project-15232,#elnino2023,#fao_rtea,#fao_swalim","{""building"": 26}",{}
160,12414647,https://www.openstreetmap.org/user/Loud__Introvert,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Loud__Introvert,5.0,226.0,0.0,184.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#hotosm-project-15383,#omhesa,#fao_rtea,#elnino2023","{""building"": 42}",{}
161,1717441,https://www.openstreetmap.org/user/saliousoft,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,saliousoft,6.0,216.0,0.0,67.0,108.0,9.0,16.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18772 fr),"#fao_swalim,#omhesa,#fao_rtea,#hotosm-project-15226,#elinino2023","{""building"": 16}","{""building"": 13, ""surface"": 1, ""highway"": 1}"
162,13574778,https://www.openstreetmap.org/user/Serenavocado,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Serenavocado,3.0,204.0,0.0,161.0,8.0,3.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#hotosm-project-15256,#omhesa,#elnino2023,#hotosm-project-15233,#fao_rtea,#hotosm-project-15254",{},"{""surface"": 2, ""highway"": 2}"
163,13290923,https://www.openstreetmap.org/user/briankip2021,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,briankip2021,5.0,190.0,0.0,169.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#hotosm-project-15413,#omhesa,#fao_rtea,#elnino2023","{""building"": 19, ""landuse"": 2, ""name"": 2}",{}
164,12546406,https://www.openstreetmap.org/user/zillindra,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,zillindra,2.0,185.0,0.0,100.0,0.0,48.0,25.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#omhesa,#fao_rtea,#elnino2023,#hotosm-project-15390","{""building"": 25}",{}
165,1225312,https://www.openstreetmap.org/user/Kathyaus,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Kathyaus,4.0,185.0,0.0,124.0,16.0,12.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18789 en_AU),"#fao_swalim,#omhesa,#hotosm-project-15232,#fao_rtea,#elnino2023","{""building"": 30}",{}
166,18581248,https://www.openstreetmap.org/user/Mariam%20Japhary,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Mariam Japhary,9.0,184.0,0.0,157.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",iD 2.21.1,"#hotosm-project-15383,#hotosm-project-15413,#omhesa,#elnino2023,#fao_rtea,#fao_swalim,#maruam21","{""building"": 11, ""landuse"": 9, ""surface"": 2, ""addr:village"": 1, ""natural"": 1}","{""highway"": 1}"
167,20096195,https://www.openstreetmap.org/user/mjabiri,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,mjabiri,2.0,181.0,0.0,145.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#hotosm-project-15387,#fao_swalim,#omhesa,#fao_rtea,#elnino2023","{""building"": 35}",{}
168,18417032,https://www.openstreetmap.org/user/Blitzkrieg01,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Blitzkrieg01,4.0,166.0,0.0,136.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",iD 2.21.1,"#hotosm-project-15383,#hotosm-project-15413,#omhesa,#elnino2023,#fao_rtea,#fao_swalim","{""building"": 30}",{}
169,20103321,https://www.openstreetmap.org/user/Anastasiia%20Shchepina,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Anastasiia Shchepina,3.0,162.0,0.0,130.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#omhesa,#hotosm-project-15380,#fao_rtea,#elnino2023","{""building"": 32}",{}
170,7287846,https://www.openstreetmap.org/user/Masskpante,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Masskpante,4.0,155.0,628.0,127.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kenya,JOSM/1.5 (18789 fr),"#fao_swalim,#omhesa,#fao_rtea,#elnino2023,#hotosm-project-15392","{""building"": 27, ""tracktype"": 1, ""highway"": 1}",{}
171,2695612,https://www.openstreetmap.org/user/lusdavo,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,lusdavo,1.0,134.0,0.0,100.0,12.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18789 en),"#fao_swalim,#omhesa,#hotosm-project-15225,#fao_rtea,#elnino2023","{""building"": 22}",{}
172,11917354,https://www.openstreetmap.org/user/lp310,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,lp310,1.0,130.0,0.0,106.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#omhesa,#hotosm-project-15233,#fao_rtea,#elnino2023","{""building"": 24}",{}
173,16981930,https://www.openstreetmap.org/user/SELEMAN%20IMAN%20RWEYEMAMU,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,SELEMAN IMAN RWEYEMAMU,11.0,125.0,0.0,79.0,29.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#omhesa,#hotosm-project-15234,#fao_rtea,#elnino2023","{""building"": 8}","{""building"": 8}"
174,16657010,https://www.openstreetmap.org/user/Lingjun%20Dai,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Lingjun Dai,4.0,104.0,0.0,84.0,2.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#omhesa,#hotosm-project-15234,#fao_rtea,#elnino2023","{""building"": 17}","{""surface"": 1, ""highway"": 1}"
175,18860089,https://www.openstreetmap.org/user/Dencia,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Dencia,1.0,102.0,0.0,82.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#omhesa,#hotosm-project-15388,#fao_rtea,#elnino2023","{""building"": 20}",{}
176,18119824,https://www.openstreetmap.org/user/MagnusLi,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,MagnusLi,1.0,100.0,0.0,84.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#hotosm-project-15385,#fao_swalim,#omhesa,#fao_rtea,#elinino2023","{""building"": 16}",{}
